,frameID,groupID,x,y,w,h,segment_num,dataset
30032,20006,1118,281.52,181.86,36.91,41.52,3,test
30033,20007,1118,280.56,182.11,38.37,43.77,3,test
30034,20008,1118,279.6,181.24,36.49,45.3,3,test
30035,20009,1118,280.96,181.88,36.92,42.35,3,test
30036,20010,1118,284.56,183.49,34.89,42.08,3,test
30037,20011,1118,282.86,183.83,79.11,44.18,3,test
30038,20012,1118,281.98,183.73,80.99,45.51,3,test
30039,20013,1118,281.95,184.18,80.6,45.55,3,test
30040,20014,1118,281.48,185.61,85.6,43.74,3,test
30041,20015,1118,282.98,186.51,82.01,45.72,3,test
30042,20016,1118,282.89,186.98,80.66,42.6,3,test
30043,20017,1118,270.89,185.48,90.83,42.8,3,test
30044,20018,1118,269.97,184.8,90.28,42.88,3,test
30045,20019,1118,268.72,182.72,93.19,45.08,3,test
30046,20020,1118,264.62,180.88,101.09,51.67,3,test
30047,20021,1118,263.23,178.64,102.81,54.63,3,test
30048,20022,1118,288.92,186.87,32.29,34.86,3,test
30049,20023,1118,289.65,188.53,27.84,31.87,3,test
30050,20025,1118,250.46,183.31,65.35,34.05,3,test
30051,20026,1118,250.92,182.92,65.27,34.95,3,test
30052,20027,1118,250.72,182.99,65.29,35.31,3,test
30053,20028,1118,249.96,184.19,65.81,35.2,3,test
30054,20029,1118,249.75,184.69,67.05,34.39,3,test
30055,20030,1118,250.28,185.44,67.7,33.34,3,test
30056,20031,1118,250.64,184.33,68.88,34.78,3,test
30057,20032,1118,250.63,184.56,68.89,34.26,3,test
30058,20033,1118,247.77,184.62,72.04,34.55,3,test
30059,20034,1119,344.88,187.36,19.84,28.8,3,test
30060,20034,1118,245.02,188.5,11.82,27.8,3,test
30061,20037,1120,213.24,179.77,71.4,35.6,3,test
30062,20038,1120,212.35,178.7,152.97,38.01,3,test
30063,20039,1118,236.9,183.68,69.33,32.51,3,test
30064,20042,1121,269.9,184.82,66.46,33.57,3,test
30065,20043,1121,270.53,185.22,40.92,32.13,3,test
30066,20044,1121,274.0,185.08,69.7,33.4,3,test
30067,20045,1121,274.7,175.66,70.99,45.15,3,test
30068,20047,1120,282.18,173.67,65.14,52.19,3,test
30069,20048,1120,281.77,174.06,63.85,53.24,3,test
30070,20049,1120,274.94,175.98,71.31,49.23,3,test
30071,20050,1120,273.07,174.32,71.55,49.15,3,test
30072,20051,1120,272.28,173.3,72.15,50.52,3,test
30073,20052,1120,264.29,170.47,47.54,70.93,3,test
30074,20052,1122,320.67,183.03,23.48,34.93,3,test
30075,20054,1122,297.02,179.95,38.11,40.96,3,test
30076,20054,1123,245.18,164.66,56.37,90.11,3,test
30077,20055,1120,238.42,168.21,95.56,79.71,3,test
30078,20056,1120,240.48,172.6,63.85,75.27,3,test
30079,20057,1120,240.69,172.97,60.0,73.89,3,test
30080,20058,1120,238.16,172.65,77.44,75.49,3,test
30081,20058,1124,366.13,188.7,37.64,31.48,3,test
30082,20059,1120,268.56,177.09,46.04,71.0,3,test
30083,20059,1124,360.36,188.34,42.79,31.75,3,test
30084,20060,1120,261.99,175.37,46.83,70.73,3,test
30085,20061,1120,259.32,174.28,46.38,70.98,3,test
30086,20061,1124,353.22,188.66,38.15,26.62,3,test
30087,20062,1120,255.32,173.33,46.55,71.48,3,test
30088,20062,1124,349.08,186.55,36.19,27.52,3,test
30089,20063,1120,251.82,172.98,47.07,71.3,3,test
30090,20063,1124,347.12,186.58,35.42,25.33,3,test
30091,20064,1120,250.43,173.31,46.84,70.69,3,test
30092,20064,1124,346.3,185.49,35.27,25.91,3,test
30093,20065,1120,199.58,163.89,98.35,80.51,3,test
30094,20065,1124,346.5,185.78,35.41,26.16,3,test
30095,20066,1120,195.74,163.03,106.94,82.14,3,test
30096,20066,1124,344.37,187.92,37.96,23.18,3,test
30097,20067,1120,262.75,173.25,45.66,71.73,3,test
30098,20068,1120,262.34,174.14,67.54,72.32,3,test
30099,20069,1120,284.7,174.72,46.31,73.51,3,test
30100,20070,1120,285.16,174.71,46.18,74.19,3,test
30101,20070,1125,381.18,187.42,39.33,28.24,3,test
30102,20071,1120,286.0,175.11,47.88,73.43,3,test
30103,20071,1125,382.71,187.22,38.03,27.87,3,test
30104,20072,1120,287.16,174.06,48.43,75.37,3,test
30105,20072,1125,383.49,188.29,36.73,31.47,3,test
30106,20073,1120,287.08,174.48,49.01,76.85,3,test
30107,20073,1125,383.9,189.46,35.59,32.26,3,test
30108,20074,1120,286.58,173.92,46.06,79.28,3,test
30109,20074,1125,382.21,188.78,37.76,33.49,3,test
30110,20075,1120,286.37,175.37,44.91,75.68,3,test
30111,20075,1125,381.42,188.47,38.53,33.64,3,test
30112,20076,1120,282.67,176.2,47.41,74.44,3,test
30113,20076,1125,380.5,188.01,39.57,33.58,3,test
30114,20077,1120,277.78,176.12,47.99,75.65,3,test
30115,20077,1125,374.03,188.62,44.02,33.27,3,test
30116,20078,1120,271.12,175.19,49.61,77.08,3,test
30117,20078,1125,372.65,188.77,45.14,34.39,3,test
30118,20079,1120,265.26,174.1,50.43,79.04,3,test
30119,20079,1126,369.57,187.16,35.51,28.24,3,test
30120,20080,1120,262.26,172.36,50.64,80.31,3,test
30121,20080,1126,367.8,187.14,35.31,27.34,3,test
30122,20081,1120,256.93,172.35,49.46,80.16,3,test
30123,20081,1126,356.44,186.58,45.66,29.0,3,test
30124,20082,1120,251.59,172.69,51.91,82.11,3,test
30125,20083,1120,248.43,173.76,52.43,82.96,3,test
30126,20083,1126,353.86,186.84,39.24,28.93,3,test
30127,20084,1120,246.25,174.6,52.93,83.35,3,test
30128,20084,1126,351.84,187.5,39.99,32.37,3,test
30129,20085,1120,245.83,174.71,53.23,84.35,3,test
30130,20085,1126,351.22,186.95,40.75,34.71,3,test
30131,20086,1120,250.3,175.15,57.53,89.19,3,test
30132,20086,1125,350.02,186.76,57.85,37.37,3,test
30133,20087,1120,256.86,174.99,57.06,90.62,3,test
30134,20087,1125,366.17,191.03,40.52,34.33,3,test
30135,20088,1120,261.03,178.0,56.75,88.57,3,test
30136,20088,1125,372.01,192.2,34.37,32.89,3,test
30137,20089,1120,261.5,178.46,55.46,89.69,3,test
30138,20089,1125,370.78,192.46,34.87,32.76,3,test
30139,20090,1120,261.85,178.31,54.8,91.08,3,test
30140,20090,1125,370.63,192.64,34.52,32.54,3,test
30141,20091,1120,257.37,177.84,57.81,91.63,3,test
30142,20091,1125,370.72,191.4,34.64,32.92,3,test
30143,20092,1120,254.19,177.1,55.85,91.88,3,test
30144,20092,1125,360.76,189.59,45.96,35.59,3,test
30145,20093,1120,251.95,176.34,55.9,92.13,3,test
30146,20093,1125,359.67,188.88,46.78,36.81,3,test
30147,20094,1120,245.16,176.09,56.35,91.25,3,test
30148,20094,1125,356.53,188.74,49.55,36.15,3,test
30149,20095,1120,238.93,175.57,56.41,91.9,3,test
30150,20095,1126,346.1,189.31,47.28,35.88,3,test
30151,20096,1120,230.51,173.94,55.96,94.1,3,test
30152,20096,1126,343.39,189.02,50.93,35.75,3,test
30153,20097,1120,226.71,173.76,56.37,93.87,3,test
30154,20097,1125,342.65,187.84,40.0,37.19,3,test
30155,20098,1120,226.18,172.6,55.85,95.48,3,test
30156,20098,1125,342.74,188.17,38.27,38.96,3,test
30157,20099,1120,226.89,171.91,58.56,95.74,3,test
30158,20099,1126,344.67,186.9,46.46,40.46,3,test
30159,20100,1120,225.93,171.5,57.46,99.14,3,test
30160,20100,1126,344.31,188.14,47.87,37.24,3,test
30161,20101,1120,213.88,169.95,60.99,104.57,3,test
30162,20101,1126,342.77,187.76,49.82,36.55,3,test
30163,20102,1120,219.32,165.67,80.01,121.73,3,test
30164,20102,1125,342.06,187.63,66.76,50.35,3,test
30165,20103,1120,221.3,166.76,78.23,124.42,3,test
30166,20103,1125,368.98,189.23,39.48,48.78,3,test
30167,20104,1120,204.83,163.55,81.21,134.14,3,test
30168,20104,1125,354.68,188.26,50.44,50.7,3,test
30169,20105,1127,354.17,188.17,50.77,50.14,3,test
30170,20109,1128,215.0,125.01,175.85,231.73,3,test
30171,20110,1128,238.62,119.93,132.18,244.63,3,test
30172,20111,1120,214.24,140.88,112.46,211.52,3,test
30173,20111,1126,329.0,183.16,72.86,59.37,3,test
30174,20112,1120,213.22,140.71,88.96,215.75,3,test
30175,20112,1125,372.45,184.92,30.19,32.47,3,test
30176,20112,1126,324.51,182.18,35.24,61.02,3,test
30177,20113,1128,129.25,146.99,135.32,204.75,3,test
30178,20116,1125,285.48,189.16,41.79,37.45,3,test
30179,20117,1125,331.97,187.0,47.04,57.05,3,test
30180,20118,1125,330.38,186.79,47.06,57.8,3,test
30181,20121,1125,330.57,192.21,40.77,33.25,3,test
30182,20122,1125,319.17,191.36,51.04,33.58,3,test
30183,20123,1125,318.9,189.23,50.43,36.32,3,test
30184,20124,1120,293.01,183.34,66.84,43.72,3,test
30185,20125,1120,299.22,181.75,68.07,45.45,3,test
30186,20126,1125,344.62,187.45,24.55,37.15,3,test
30187,20128,1128,308.33,180.95,40.57,63.06,3,test
30188,20129,1128,286.15,181.34,64.71,67.03,3,test
30189,20130,1120,327.13,179.16,31.73,62.86,3,test
30190,20131,1120,284.88,178.36,82.83,67.9,3,test
30191,20132,1129,231.78,162.64,83.23,135.3,3,test
30192,20133,1129,205.3,149.37,121.69,171.23,3,test
30193,20134,1129,243.91,172.25,80.47,85.18,3,test
30194,20135,1120,248.63,171.47,57.12,85.68,3,test
30195,20138,1126,287.61,185.89,34.9,50.57,3,test
30196,20139,1120,242.29,139.42,52.08,172.88,3,test
30197,20139,1126,285.85,185.01,58.66,59.71,3,test
30198,20140,1126,280.13,182.35,63.61,63.41,3,test
30199,20141,1126,281.71,181.8,61.31,70.17,3,test
30200,20143,1129,240.37,181.74,57.15,102.45,3,test
30201,20143,1126,296.71,183.63,22.06,75.68,3,test
30202,20144,1120,306.57,183.43,21.4,34.99,3,test
30203,20145,1125,299.45,182.13,26.34,44.79,3,test
30204,20148,1125,297.04,176.19,36.97,56.81,3,test
30205,20152,1126,288.57,178.81,32.3,71.14,3,test
30206,20155,1130,220.38,145.06,66.1,152.22,3,test
30207,20156,1130,218.37,150.02,66.72,139.83,3,test
30208,20157,1130,216.35,139.62,70.77,168.2,3,test
30209,20162,1125,368.94,184.17,24.3,34.19,3,test
30210,20163,1125,387.1,187.23,9.39,27.78,3,test
30211,20173,1120,308.06,177.42,36.97,64.0,3,test
30212,20174,1120,292.08,186.29,35.35,62.67,3,test
30213,20175,1120,283.88,178.97,40.31,67.67,3,test
30214,20176,1120,281.76,175.52,42.14,70.47,3,test
30215,20177,1120,280.21,175.61,42.01,72.14,3,test
30216,20178,1120,288.53,174.04,42.96,74.06,3,test
30217,20179,1120,289.58,174.96,39.85,84.16,3,test
30218,20181,1120,291.01,169.06,48.29,97.75,3,test
30219,20182,1120,280.89,167.65,59.9,103.79,3,test
30220,20184,1120,255.05,158.51,62.21,133.19,3,test
30221,20185,1120,271.34,155.92,46.0,138.77,3,test
30222,20189,1131,76.11,102.79,163.54,268.19,3,test
30223,20190,1131,64.41,86.54,170.55,279.56,3,test
30224,20191,1131,48.67,86.48,172.85,270.49,3,test
30225,20192,1131,20.09,69.49,171.58,286.22,3,test
30226,20193,1125,311.12,178.6,40.6,68.75,3,test
30227,20193,1131,5.96,61.34,174.27,292.04,3,test
30228,20194,1125,306.53,179.5,42.46,61.33,3,test
30229,20195,1125,274.64,179.23,70.38,66.16,3,test
30230,20196,1125,310.27,186.61,35.77,43.29,3,test
30231,20197,1120,235.85,181.88,52.66,83.02,3,test
30232,20198,1120,218.13,182.77,67.7,91.4,3,test
30233,20199,1120,211.07,171.47,74.45,115.84,3,test
30234,20200,1125,297.58,182.73,36.51,45.79,3,test
30235,20201,1125,295.56,182.2,63.25,47.25,3,test
30236,20202,1125,306.16,180.79,54.55,52.52,3,test
30237,20202,1131,133.35,166.21,98.6,179.38,3,test
30238,20203,1131,10.33,135.1,236.77,217.53,3,test
30239,20203,1125,312.1,178.96,44.66,57.35,3,test
30240,20204,1125,314.2,178.1,49.14,60.05,3,test
30241,20207,1132,241.48,172.66,44.19,74.11,3,test
30242,20208,1132,240.09,171.18,45.07,74.1,3,test
30243,20209,1132,237.94,171.55,44.04,75.27,3,test
30244,20210,1132,235.7,172.13,45.05,75.31,3,test
30245,20211,1132,233.6,172.68,46.34,76.56,3,test
30246,20212,1132,231.84,171.55,47.66,78.35,3,test
30247,20213,1132,208.92,169.59,56.77,88.44,3,test
30248,20215,1132,207.75,171.82,56.53,89.41,3,test
30249,20216,1132,212.15,171.12,57.07,90.73,3,test
30250,20217,1132,222.29,171.05,52.2,92.45,3,test
30251,20218,1132,232.0,170.08,53.83,90.65,3,test
30252,20219,1132,235.72,169.11,55.67,89.28,3,test
30253,20220,1132,237.58,168.01,54.16,85.67,3,test
30254,20221,1132,239.1,166.6,56.4,89.45,3,test
30255,20222,1132,238.45,165.37,57.77,89.41,3,test
30256,20223,1132,236.34,164.63,58.87,90.31,3,test
30257,20224,1132,234.16,163.99,60.76,93.58,3,test
30258,20225,1132,245.75,164.38,61.62,95.91,3,test
30259,20225,1125,333.49,174.19,44.08,72.37,3,test
30260,20226,1132,255.78,162.52,63.27,100.12,3,test
30261,20227,1132,266.38,162.79,61.42,102.42,3,test
30262,20228,1132,276.59,163.19,61.95,105.74,3,test
30263,20229,1132,282.8,163.09,62.96,106.63,3,test
30264,20237,1125,360.22,169.88,56.11,74.47,3,test
30265,20241,1133,1.06,57.87,248.86,302.2,3,test
30266,20243,1133,1.0,63.21,228.48,301.27,3,test
30267,20244,1133,1.0,67.67,226.54,296.47,3,test
30268,20249,1125,327.53,191.74,84.37,81.45,3,test
30269,20250,1125,324.0,192.88,36.0,38.82,3,test
30270,20251,1125,323.46,193.95,33.31,37.02,3,test
30271,20254,1133,332.55,187.24,72.43,50.6,3,test
30272,20255,1133,337.36,184.45,53.02,55.97,3,test
30273,20256,1125,339.23,180.97,55.07,57.98,3,test
30274,20257,1125,344.09,178.72,45.17,57.68,3,test
30275,20258,1125,345.47,176.16,52.91,63.6,3,test
30276,20259,1125,347.6,176.92,60.46,73.19,3,test
30277,20263,1125,333.09,191.35,33.37,26.08,3,test
30278,20264,1125,332.31,191.1,34.56,26.52,3,test
30279,20265,1125,331.0,181.73,76.54,41.16,3,test
30280,20266,1125,391.22,184.83,36.51,44.47,3,test
30281,20267,1125,392.74,185.8,34.47,40.73,3,test
30282,20268,1132,366.79,184.33,62.55,45.2,3,test
30283,20270,1132,369.76,184.83,23.28,40.68,3,test
30284,20274,1132,329.81,184.32,35.6,44.29,3,test
30285,20275,1132,319.67,183.31,40.33,46.39,3,test
30286,20277,1132,357.75,199.03,35.89,22.49,3,test
30287,20278,1132,357.06,201.03,39.15,21.25,3,test
30288,20281,1134,253.21,148.66,62.26,166.3,3,test
30289,20287,1125,407.39,188.11,39.24,28.95,3,test
30290,20287,1135,485.14,189.98,44.08,43.01,3,test
30291,20288,1125,406.09,188.94,40.04,27.33,3,test
30292,20289,1125,406.56,188.72,40.28,27.03,3,test
30293,20289,1135,475.89,188.58,39.43,57.56,3,test
30294,20290,1135,474.15,188.68,38.41,59.17,3,test
30295,20291,1135,471.35,189.54,30.58,63.8,3,test
30296,20293,1134,434.0,190.72,62.95,68.24,3,test
30297,20295,1132,465.52,198.38,29.16,29.1,3,test
30298,20296,1132,464.72,198.05,31.69,29.14,3,test
30299,20297,1132,465.93,197.78,31.32,28.64,3,test
30300,20298,1125,441.18,189.5,59.06,36.69,3,test
30301,20299,1125,441.69,189.34,36.07,36.62,3,test
30302,20299,1132,316.72,175.86,58.61,93.87,3,test
30303,20299,1136,393.33,182.11,55.59,99.59,3,test
30304,20301,1137,436.51,192.46,38.19,45.01,3,test
30305,20302,1125,490.54,191.49,35.39,39.17,3,test
30306,20302,1137,427.02,190.28,44.71,46.28,3,test
30307,20303,1125,489.72,191.0,34.41,38.38,3,test
30308,20303,1137,428.31,189.84,42.6,45.3,3,test
30309,20304,1125,429.75,188.42,93.11,47.55,3,test
30310,20305,1125,422.63,189.31,87.89,41.81,3,test
30311,20306,1125,491.23,192.35,67.38,46.0,3,test
30312,20306,1138,422.83,189.86,44.97,50.42,3,test
30313,20307,1125,491.43,190.52,43.15,43.67,3,test
30314,20307,1138,423.97,189.78,38.82,49.06,3,test
30315,20308,1125,493.07,190.17,42.71,44.41,3,test
30316,20308,1139,421.11,188.99,40.8,53.47,3,test
30317,20309,1125,381.17,196.62,75.45,44.73,3,test
30318,20310,1125,422.0,195.44,96.91,45.09,3,test
30319,20310,1132,383.09,195.48,13.5,34.66,3,test
30320,20311,1125,422.58,193.91,98.73,49.33,3,test
30321,20312,1125,514.85,194.51,55.03,49.78,3,test
30322,20313,1125,517.76,197.21,45.0,43.08,3,test
30323,20315,1125,537.85,192.74,53.8,46.15,3,test
30324,20316,1125,537.96,191.91,53.9,53.62,3,test
30325,20316,1139,433.8,192.06,37.22,49.29,3,test
30326,20316,1132,379.02,189.14,34.09,42.31,3,test
30327,20317,1125,534.48,193.15,52.16,53.31,3,test
30328,20317,1132,377.75,192.19,29.31,37.26,3,test
30329,20318,1125,535.78,192.66,57.58,54.06,3,test
30330,20318,1132,377.85,193.25,28.92,34.96,3,test
30331,20319,1125,535.63,191.54,80.63,58.75,3,test
30332,20319,1138,430.01,193.8,30.87,43.82,3,test
30333,20319,1132,371.42,191.8,34.43,35.14,3,test
30334,20320,1138,431.52,193.57,26.51,44.29,3,test
30335,20320,1132,370.06,191.13,36.84,36.31,3,test
30336,20321,1138,432.26,193.35,24.55,45.02,3,test
30337,20321,1132,365.47,191.1,40.96,34.65,3,test
30338,20322,1125,362.72,191.23,28.78,32.21,3,test
30339,20323,1125,361.76,191.26,29.33,31.27,3,test
30340,20324,1125,361.43,191.89,28.38,30.26,3,test
30341,20325,1125,363.3,192.07,26.39,30.64,3,test
30342,20340,1125,389.86,177.0,45.4,64.14,3,test
30343,20341,1125,393.67,178.34,43.86,60.58,3,test
30344,20342,1125,398.51,177.02,44.95,61.94,3,test
30345,20343,1125,401.01,176.25,45.4,62.87,3,test
30346,20344,1125,401.79,176.12,44.65,63.42,3,test
30347,20345,1125,400.78,176.48,44.61,63.53,3,test
30348,20346,1125,394.44,176.57,44.23,63.5,3,test
30349,20347,1125,394.31,175.98,43.46,64.33,3,test
30350,20348,1125,387.58,177.33,42.03,60.15,3,test
30351,20349,1125,385.91,175.25,39.75,58.97,3,test
30352,20350,1125,385.14,173.62,38.64,60.7,3,test
30353,20352,1125,378.96,173.21,42.86,63.09,3,test
30354,20353,1125,381.84,172.75,40.59,61.64,3,test
30355,20354,1125,384.37,171.97,43.24,62.35,3,test
30356,20355,1125,383.94,170.8,48.37,63.6,3,test
30357,20356,1125,404.13,168.67,37.8,64.05,3,test
30358,20357,1125,405.14,167.8,42.72,63.98,3,test
30359,20358,1125,400.11,172.42,42.04,64.77,3,test
30360,20359,1125,400.9,172.16,41.95,65.32,3,test
30361,20360,1125,397.92,174.11,42.26,65.53,3,test
30362,20361,1125,397.82,174.07,42.73,67.56,3,test
30363,20362,1125,392.35,172.53,44.74,68.88,3,test
30364,20363,1125,388.41,171.52,46.61,69.84,3,test
30365,20364,1125,386.0,170.53,47.16,66.31,3,test
30366,20365,1125,384.9,169.49,48.03,66.67,3,test
30367,20366,1125,387.63,169.7,49.21,66.21,3,test
30368,20367,1125,395.44,168.83,49.22,67.81,3,test
30369,20368,1125,396.13,169.61,59.13,72.03,3,test
30370,20369,1125,417.8,169.66,44.95,69.55,3,test
30371,20370,1125,422.73,169.31,50.13,68.92,3,test
30372,20371,1125,429.21,167.75,51.52,70.63,3,test
30373,20372,1125,399.03,164.8,78.97,72.39,3,test
30374,20373,1125,398.32,162.88,78.18,73.57,3,test
30375,20374,1125,394.18,162.36,81.22,73.01,3,test
30376,20375,1125,391.17,161.87,82.84,72.63,3,test
30377,20376,1125,387.12,162.53,82.39,72.82,3,test
30378,20377,1125,379.99,161.77,84.57,72.91,3,test
30379,20378,1125,371.35,162.55,86.14,72.28,3,test
30380,20379,1125,368.69,163.72,81.65,71.82,3,test
30381,20380,1125,353.87,165.88,88.07,71.86,3,test
30382,20381,1140,389.14,164.06,51.73,72.7,3,test
30383,20382,1125,345.6,159.51,86.39,75.3,3,test
30384,20383,1125,376.01,156.99,53.13,76.45,3,test
30385,20384,1125,373.4,155.55,54.04,79.12,3,test
30386,20385,1125,370.36,156.99,54.35,77.4,3,test
30387,20386,1125,365.54,159.07,56.03,78.75,3,test
30388,20387,1125,361.96,159.88,54.84,77.7,3,test
30389,20388,1125,360.07,159.86,55.63,80.89,3,test
30390,20389,1125,359.47,159.74,56.36,82.25,3,test
30391,20390,1125,359.77,159.32,57.37,83.42,3,test
30392,20391,1125,360.09,159.07,58.01,83.72,3,test
30393,20392,1125,359.35,158.74,57.94,84.49,3,test
30394,20393,1125,358.34,158.48,58.09,85.5,3,test
30395,20394,1125,353.94,157.67,60.16,86.28,3,test
30396,20395,1125,350.43,158.13,57.18,82.19,3,test
30397,20396,1125,346.37,159.26,56.11,81.15,3,test
30398,20397,1125,341.56,158.73,57.48,83.78,3,test
30399,20398,1125,337.05,158.48,57.41,84.46,3,test
30400,20399,1125,333.84,157.66,58.58,87.22,3,test
30401,20400,1125,328.95,157.83,60.67,87.42,3,test
30402,20401,1125,325.12,156.55,58.01,84.41,3,test
30403,20402,1125,320.65,158.07,56.21,84.11,3,test
30404,20403,1125,315.8,157.6,57.74,87.17,3,test
30405,20404,1125,316.09,160.15,54.21,83.91,3,test
30406,20405,1125,310.78,160.07,58.06,86.78,3,test
30407,20406,1125,307.13,159.28,98.33,100.04,3,test
30408,20407,1125,302.61,157.41,104.2,103.45,3,test
30409,20408,1125,305.31,161.29,66.79,89.46,3,test
30410,20408,1141,379.16,155.04,70.97,111.15,3,test
30411,20409,1125,309.22,161.69,67.05,90.59,3,test
30412,20409,1141,386.12,156.14,70.46,112.54,3,test
30413,20410,1125,314.04,161.4,66.37,94.41,3,test
30414,20411,1125,303.41,159.02,68.43,98.61,3,test
30415,20411,1141,386.52,153.5,72.47,116.09,3,test
30416,20412,1125,294.9,156.05,68.29,102.7,3,test
30417,20412,1141,381.35,151.6,71.8,116.5,3,test
30418,20413,1141,380.46,150.93,73.93,118.14,3,test
30419,20415,1125,334.77,146.29,72.01,117.26,3,test
30420,20415,1142,222.68,148.82,89.36,122.02,3,test
30421,20416,1125,330.31,142.61,70.3,125.35,3,test
30422,20417,1125,330.05,143.77,71.28,125.62,3,test
30423,20417,1142,209.51,144.25,90.34,141.07,3,test
30424,20418,1125,329.83,143.93,72.29,126.72,3,test
30425,20418,1142,209.9,142.98,89.7,144.11,3,test
30426,20419,1125,333.68,143.39,78.32,128.04,3,test
30427,20419,1142,212.82,138.12,95.12,154.13,3,test
30428,20434,1125,317.27,162.12,65.44,111.69,3,test
30429,20446,1143,129.3,155.07,83.2,164.5,3,test
30430,20447,1143,130.4,163.66,74.51,158.48,3,test
30431,20448,1143,128.49,168.04,70.36,158.1,3,test
30432,20450,1125,330.61,179.43,47.58,67.8,3,test
30433,20456,1125,345.28,170.24,92.58,87.25,3,test
30434,20457,1125,338.47,167.91,93.71,89.62,3,test
30435,20458,1125,334.85,169.89,85.16,87.7,3,test
30436,20459,1125,346.28,169.6,67.76,85.71,3,test
30437,20460,1144,348.88,131.79,134.74,220.92,3,test
30438,20461,1125,350.3,178.12,46.87,62.18,3,test
30439,20462,1144,348.17,138.97,91.49,215.39,3,test
30440,20464,1143,415.51,125.66,108.03,237.33,3,test
30441,20465,1144,337.16,147.6,91.79,201.91,3,test
30442,20466,1125,309.96,148.11,116.54,197.61,3,test
30443,20467,1125,315.43,149.8,118.0,197.39,3,test
30444,20468,1125,320.1,146.42,123.7,202.66,3,test
30445,20469,1125,310.94,141.62,111.63,200.38,3,test
30446,20471,1145,198.84,127.19,105.97,228.58,3,test
30447,20472,1143,384.91,144.15,151.17,205.71,3,test
30448,20473,1143,389.31,148.16,143.35,202.77,3,test
30449,20473,1144,305.37,161.96,83.48,151.26,3,test
30450,20474,1143,384.68,145.38,144.81,209.26,3,test
30451,20474,1144,303.66,159.44,81.36,153.41,3,test
30452,20475,1143,379.7,145.08,146.2,211.61,3,test
30453,20475,1144,300.92,159.55,79.13,151.0,3,test
30454,20476,1143,378.12,146.31,138.7,206.48,3,test
30455,20476,1144,299.35,160.22,77.86,148.63,3,test
30456,20477,1143,377.01,146.78,135.94,204.64,3,test
30457,20477,1144,298.79,161.02,74.75,149.19,3,test
30458,20478,1143,363.26,146.99,142.56,204.46,3,test
30459,20478,1144,295.57,161.97,67.11,146.91,3,test
30460,20479,1125,294.96,162.52,61.74,144.26,3,test
30461,20479,1143,358.21,146.27,140.97,205.28,3,test
30462,20480,1125,291.98,164.34,60.18,138.32,3,test
30463,20480,1143,336.54,155.2,149.79,187.28,3,test
30464,20481,1143,336.95,158.79,144.53,179.47,3,test
30465,20482,1143,336.26,156.45,143.83,177.34,3,test
30466,20483,1125,252.0,159.42,88.74,139.07,3,test
30467,20483,1143,369.17,158.07,104.11,173.9,3,test
30468,20484,1145,298.41,129.84,128.42,233.0,3,test
30469,20485,1145,296.75,127.44,96.65,234.88,3,test
30470,20488,1146,305.38,181.77,79.95,93.59,3,test
30471,20489,1146,305.3,183.38,37.35,40.43,3,test
30472,20490,1146,307.21,181.46,34.49,42.46,3,test
30473,20491,1144,278.57,179.84,41.24,58.51,3,test
30474,20492,1125,285.39,176.16,38.1,63.97,3,test
30475,20493,1125,267.52,174.46,63.72,74.61,3,test
30476,20494,1143,249.78,171.95,86.9,86.39,3,test
30477,20495,1143,263.25,166.53,75.66,99.92,3,test
30478,20496,1143,253.63,162.51,86.43,112.23,3,test
30479,20497,1143,244.64,160.3,95.63,123.11,3,test
30480,20498,1146,333.54,187.66,24.74,49.99,3,test
30481,20498,1143,235.61,163.52,70.19,124.86,3,test
30482,20499,1146,332.32,188.95,25.92,48.58,3,test
30483,20499,1143,225.46,160.31,73.72,138.18,3,test
30484,20500,1143,220.66,157.67,75.57,146.44,3,test
30485,20501,1143,217.86,155.48,77.46,152.67,3,test
30486,20502,1143,215.4,155.28,79.45,154.61,3,test
30487,20503,1143,202.63,152.91,84.14,164.73,3,test
30488,20504,1143,195.21,153.2,86.44,167.15,3,test
30489,20505,1143,189.24,153.82,90.12,168.91,3,test
30490,20506,1143,184.67,153.76,94.47,172.42,3,test
30491,20514,1143,14.69,127.61,216.73,234.44,3,test
30492,20516,1147,265.03,164.72,38.46,111.21,3,test
30493,20518,1125,231.06,135.16,83.55,219.55,3,test
30494,20526,1125,319.4,185.15,22.52,43.08,3,test
30495,20528,1125,297.97,183.63,37.13,44.38,3,test
30496,20529,1125,298.16,184.57,39.29,43.47,3,test
30497,20532,1125,323.79,189.01,43.51,48.18,3,test
30498,20533,1125,330.12,188.43,41.88,49.85,3,test
30499,20534,1125,305.03,185.25,69.22,53.66,3,test
30500,20535,1125,307.8,184.91,44.62,54.72,3,test
30501,20536,1125,315.31,173.63,38.9,74.93,3,test
30502,20538,1143,300.88,178.74,45.41,66.69,3,test
30503,20539,1143,300.04,180.25,46.89,66.79,3,test
30504,20540,1143,298.13,181.26,47.91,66.15,3,test
30505,20541,1143,294.31,178.88,49.4,71.17,3,test
30506,20542,1143,289.04,177.27,51.28,72.6,3,test
30507,20543,1143,284.55,176.59,51.09,72.12,3,test
30508,20544,1143,280.19,175.15,51.73,74.62,3,test
30509,20545,1145,273.99,168.39,56.26,84.59,3,test
30510,20547,1143,253.98,170.59,54.21,84.97,3,test
30511,20548,1143,247.66,169.21,60.69,88.28,3,test
30512,20549,1143,249.19,172.32,60.89,80.23,3,test
